市场,板块,代码,名称,行业
上证主板,主板,603127,昭衍新药,
上证主板,主板,603128,华贸物流,
上证主板,主板,603129,春风动力,
上证主板,主板,603130,云中马,
上证主板,主板,603131,上海沪工,
上证主板,主板,603132,金徽股份,
上证主板,主板,603135,中重科技,
上证主板,主板,603136,天目湖,
上证主板,主板,603137,恒尚节能,
上证主板,主板,603138,海量数据,
上证主板,主板,603139,康惠股份,
上证主板,主板,603150,万朗磁塑,
上证主板,主板,603151,邦基科技,
上证主板,主板,603153,上海建科,
上证主板,主板,603155,新亚强,
上证主板,主板,603156,养元饮品,
上证主板,主板,603158,腾龙股份,
上证主板,主板,603159,上海亚虹,
上证主板,主板,603160,汇顶科技,
上证主板,主板,603161,科华控股,
上证主板,主板,603162,海通发展,
上证主板,主板,603163,圣晖集成,
上证主板,主板,603165,荣晟环保,
上证主板,主板,603166,福达股份,
上证主板,主板,603167,渤海轮渡,
上证主板,主板,603168,莎普爱思,
上证主板,主板,603169,兰石重装,
上证主板,主板,603170,宝立食品,
上证主板,主板,603171,税友股份,
上证主板,主板,603172,万丰股份,
上证主板,主板,603173,福斯达,
上证主板,主板,603175,超颖电子,
上证主板,主板,603176,汇通集团,
上证主板,主板,603177,德创环保,
上证主板,主板,603178,圣龙股份,
上证主板,主板,603179,新泉股份,
上证主板,主板,603180,金牌家居,
上证主板,主板,603181,皇马科技,
上证主板,主板,603182,嘉华股份,
上证主板,主板,603183,建研院,
上证主板,主板,603185,弘元绿能,
上证主板,主板,603186,华正新材,
上证主板,主板,603187,海容冷链,
上证主板,主板,603188,亚邦股份,
上证主板,主板,603189,网达软件,
上证主板,主板,603190,亚通精工,
上证主板,主板,603191,望变电气,
上证主板,主板,603192,汇得科技,
上证主板,主板,603193,润本股份,
上证主板,主板,603194,中力股份,
上证主板,主板,603195,公牛集团,
上证主板,主板,603196,日播时尚,
上证主板,主板,603197,保隆科技,
上证主板,主板,603198,迎驾贡酒,
上证主板,主板,603199,九华旅游,
上证主板,主板,603200,上海洗霸,
上证主板,主板,603201,常润股份,
上证主板,主板,603202,天有为,
上证主板,主板,603203,快克智能,
上证主板,主板,603205,健尔康,
上证主板,主板,603206,嘉环科技,
上证主板,主板,603207,小方制药,
上证主板,主板,603208,江山欧派,
上证主板,主板,603209,兴通股份,
上证主板,主板,603210,泰鸿万立,
上证主板,主板,603211,晋拓股份,
上证主板,主板,603212,赛伍技术,
上证主板,主板,603213,镇洋发展,
上证主板,主板,603214,爱婴室,
上证主板,主板,603215,比依股份,
上证主板,主板,603216,梦天家居,
上证主板,主板,603217,元利科技,
上证主板,主板,603218,日月股份,
上证主板,主板,603219,富佳股份,
上证主板,主板,603220,中贝通信,
上证主板,主板,603221,爱丽家居,
上证主板,主板,603222,济民健康,
上证主板,主板,603223,恒通股份,
上证主板,主板,603225,新凤鸣,
上证主板,主板,603226,菲林格尔,
上证主板,主板,603227,雪峰科技,
上证主板,主板,603228,景旺电子,
上证主板,主板,603229,奥翔药业,
上证主板,主板,603230,内蒙新华,
上证主板,主板,603231,索宝蛋白,
上证主板,主板,603232,格尔软件,
上证主板,主板,603233,大参林,
上证主板,主板,603235,天新药业,
上证主板,主板,603236,移远通信,
上证主板,主板,603237,五芳斋,
上证主板,主板,603238,诺邦股份,
上证主板,主板,603239,浙江仙通,
上证主板,主板,603248,锡华科技,
上证主板,主板,603255,鼎际得,
上证主板,主板,603256,宏和科技,
上证主板,主板,603257,中国瑞林,
上证主板,主板,603258,电魂网络,
上证主板,主板,603259,药明康德,
上证主板,主板,603260,合盛硅业,
上证主板,主板,603261,*ST立航,
上证主板,主板,603262,技源集团,
上证主板,主板,603266,天龙股份,
上证主板,主板,603267,鸿远电子,
上证主板,主板,603268,*ST松发,
上证主板,主板,603269,海鸥股份,
上证主板,主板,603270,金帝股份,
上证主板,主板,603271,永杰新材,
上证主板,主板,603272,联翔股份,
上证主板,主板,603273,天元智能,
上证主板,主板,603275,众辰科技,
上证主板,主板,603276,恒兴新材,
上证主板,主板,603277,银都股份,
上证主板,主板,603278,大业股份,
上证主板,主板,603279,景津装备,
上证主板,主板,603280,南方路机,
上证主板,主板,603281,江瀚新材,
上证主板,主板,603282,亚光股份,
上证主板,主板,603283,赛腾股份,
上证主板,主板,603284,林平发展,
上证主板,主板,603285,键邦股份,
上证主板,主板,603286,日盈电子,
上证主板,主板,603288,海天味业,
上证主板,主板,603289,泰瑞机器,
上证主板,主板,603290,斯达半导,
上证主板,主板,603291,联合水务,
上证主板,主板,603296,华勤技术,
上证主板,主板,603297,永新光学,
上证主板,主板,603298,杭叉集团,
上证主板,主板,603299,苏盐井神,
上证主板,主板,603300,海南华铁,
上证主板,主板,603301,振德医疗,
上证主板,主板,603303,得邦照明,
上证主板,主板,603305,旭升集团,
上证主板,主板,603306,华懋科技,
上证主板,主板,603307,扬州金泉,
上证主板,主板,603308,应流股份,
上证主板,主板,603309,维力医疗,
上证主板,主板,603310,巍华新材,
上证主板,主板,603311,金海高科,
上证主板,主板,603312,西典新能,
上证主板,主板,603313,梦百合,
上证主板,主板,603315,福鞍股份,
上证主板,主板,603316,诚邦股份,
上证主板,主板,603317,天味食品,
上证主板,主板,603318,水发燃气,
上证主板,主板,603319,美湖股份,
上证主板,主板,603320,迪贝电气,
上证主板,主板,603321,梅轮电梯,
上证主板,主板,603322,超讯通信,
上证主板,主板,603323,苏农银行,
上证主板,主板,603324,盛剑科技,
上证主板,主板,603325,博隆技术,
上证主板,主板,603326,我乐家居,
上证主板,主板,603327,福蓉科技,
上证主板,主板,603328,依顿电子,
上证主板,主板,603329,上海雅仕,
上证主板,主板,603330,天洋新材,
上证主板,主板,603331,百达精工,
上证主板,主板,603332,苏州龙杰,
上证主板,主板,603333,尚纬股份,
上证主板,主板,603334,丰倍生物,
上证主板,主板,603335,迪生力,
上证主板,主板,603336,宏辉果蔬,
上证主板,主板,603337,杰克科技,
上证主板,主板,603338,浙江鼎力,
上证主板,主板,603339,四方科技,
上证主板,主板,603341,龙旗科技,
上证主板,主板,603344,星德胜,
上证主板,主板,603345,安井食品,
上证主板,主板,603348,文灿股份,
上证主板,主板,603350,安乃达,
上证主板,主板,603351,威尔药业,
上证主板,主板,603352,至信股份,
上证主板,主板,603353,和顺石油,
上证主板,主板,603355,莱克电气,
上证主板,主板,603356,华菱精工,
上证主板,主板,603357,设计总院,
上证主板,主板,603358,华达科技,
上证主板,主板,603359,东珠生态,
上证主板,主板,603360,百傲化学,
上证主板,主板,603363,傲农生物,
上证主板,主板,603365,水星家纺,
上证主板,主板,603366,日出东方,
上证主板,主板,603367,辰欣药业,
上证主板,主板,603368,柳药集团,
上证主板,主板,603369,今世缘,
上证主板,主板,603370,华新精科,
上证主板,主板,603373,安邦护卫,
上证主板,主板,603375,盛景微,
上证主板,主板,603376,大明电子,
上证主板,主板,603377,ST东时,
上证主板,主板,603378,亚士创能,
上证主板,主板,603379,三美股份,
上证主板,主板,603380,易德龙,
上证主板,主板,603381,永臻股份,
上证主板,主板,603382,海阳科技,
上证主板,主板,603383,顶点软件,
上证主板,主板,603385,惠达卫浴,
上证主板,主板,603386,骏亚科技,
上证主板,主板,603387,基蛋生物,
上证主板,主板,603389,*ST亚振,
上证主板,主板,603390,通达电气,
上证主板,主板,603391,力聚热能,
上证主板,主板,603392,万泰生物,
上证主板,主板,603393,新天然气,
上证主板,主板,603395,红四方,
上证主板,主板,603396,金辰股份,
上证主板,主板,603398,*ST沐邦,
上证主板,主板,603399,永杉锂业,
上证主板,主板,603400,华之杰,
上证主板,主板,603402,陕西旅游,
上证主板,主板,603406,天富龙,
上证主板,主板,603408,建霖家居,
上证主板,主板,603409,汇通控股,
上证主板,主板,603416,信捷电气,
上证主板,主板,603418,友升股份,
上证主板,主板,603421,鼎信通讯,
上证主板,主板,603429,集友股份,
上证主板,主板,603439,三力制药,
上证主板,主板,603444,吉比特,
上证主板,主板,603456,九洲药业,
上证主板,主板,603458,勘设股份,
上证主板,主板,603466,风语筑,
上证主板,主板,603477,巨星农牧,
上证主板,主板,603486,科沃斯,
上证主板,主板,603488,展鹏科技,
上证主板,主板,603489,八方股份,
上证主板,主板,603496,恒为科技,
上证主板,主板,603499,翔港科技,
上证主板,主板,603500,祥和实业,
上证主板,主板,603501,豪威集团,
上证主板,主板,603505,金石资源,
上证主板,主板,603506,南都物业,
上证主板,主板,603507,振江股份,
上证主板,主板,603508,思维列控,
上证主板,主板,603511,爱慕股份,
上证主板,主板,603515,欧普照明,
上证主板,主板,603516,淳中科技,
上证主板,主板,603517,ST绝味,
上证主板,主板,603518,锦泓集团,
上证主板,主板,603519,立霸股份,
上证主板,主板,603520,司太立,
上证主板,主板,603527,众源新材,
上证主板,主板,603528,多伦科技,
上证主板,主板,603529,爱玛科技,
上证主板,主板,603530,神马电力,
上证主板,主板,603533,掌阅科技,
上证主板,主板,603535,嘉诚国际,
上证主板,主板,603536,惠发食品,
上证主板,主板,603538,美诺华,
上证主板,主板,603551,奥普科技,
上证主板,主板,603556,海兴电力,
上证主板,主板,603557,ST起步,
上证主板,主板,603558,健盛集团,
上证主板,主板,603559,ST通脉,
上证主板,主板,603565,中谷物流,
上证主板,主板,603566,普莱柯,
上证主板,主板,603567,珍宝岛,
上证主板,主板,603568,伟明环保,
上证主板,主板,603569,长久物流,
上证主板,主板,603577,汇金通,
上证主板,主板,603578,三星新材,
上证主板,主板,603579,荣泰健康,
上证主板,主板,603580,*ST艾艾,
上证主板,主板,603583,捷昌驱动,
上证主板,主板,603585,苏利股份,
上证主板,主板,603586,金麒麟,
上证主板,主板,603587,地素时尚,
上证主板,主板,603588,高能环境,
上证主板,主板,603589,口子窖,
上证主板,主板,603590,康辰药业,
上证主板,主板,603595,ST东尼,
上证主板,主板,603596,伯特利,
上证主板,主板,603598,引力传媒,
上证主板,主板,603599,广信股份,
上证主板,主板,603600,永艺股份,
上证主板,主板,603601,再升科技,
上证主板,主板,603602,纵横通信,
上证主板,主板,603605,珀莱雅,
上证主板,主板,603606,东方电缆,
上证主板,主板,603607,京华激光,
上证主板,主板,603608,天创时尚,
上证主板,主板,603609,禾丰股份,
上证主板,主板,603610,麒盛科技,
上证主板,主板,603611,诺力股份,
上证主板,主板,603612,索通发展,
上证主板,主板,603613,国联股份,
上证主板,主板,603615,茶花股份,
上证主板,主板,603616,韩建河山,
上证主板,主板,603617,君禾股份,
上证主板,主板,603618,杭电股份,
上证主板,主板,603619,中曼石油,
上证主板,主板,603626,科森科技,
上证主板,主板,603628,清源股份,
上证主板,主板,603629,利通电子,
上证主板,主板,603630,拉芳家化,
上证主板,主板,603633,徕木股份,
上证主板,主板,603636,南威软件,
上证主板,主板,603637,镇海股份,
上证主板,主板,603638,艾迪精密,
上证主板,主板,603639,海利尔,
上证主板,主板,603648,畅联股份,
上证主板,主板,603650,彤程新材,
上证主板,主板,603655,朗博科技,
上证主板,主板,603656,泰禾智能,
上证主板,主板,603657,春光科技,
上证主板,主板,603658,安图生物,
上证主板,主板,603659,璞泰来,
上证主板,主板,603660,苏州科达,
上证主板,主板,603661,恒林股份,
上证主板,主板,603662,柯力传感,
上证主板,主板,603663,三祥新材,
上证主板,主板,603665,康隆达,
上证主板,主板,603666,亿嘉和,
上证主板,主板,603667,五洲新春,
上证主板,主板,603668,天马科技,
上证主板,主板,603669,灵康药业,
上证主板,主板,603676,卫信康,
上证主板,主板,603677,奇精机械,
上证主板,主板,603678,火炬电子,
上证主板,主板,603679,华体科技,
上证主板,主板,603680,今创集团,
上证主板,主板,603681,永冠新材,
上证主板,主板,603682,锦和商管,
上证主板,主板,603683,晶华新材,
上证主板,主板,603685,晨丰科技,
上证主板,主板,603686,福龙马,
上证主板,主板,603687,大胜达,
上证主板,主板,603688,石英股份,
上证主板,主板,603689,皖天然气,
上证主板,主板,603690,至纯科技,
上证主板,主板,603693,江苏新能,
上证主板,主板,603696,安记食品,
上证主板,主板,603697,有友食品,
上证主板,主板,603698,航天工程,
上证主板,主板,603699,纽威股份,
上证主板,主板,603700,宁水集团,
上证主板,主板,603701,德宏股份,
上证主板,主板,603703,盛洋科技,
上证主板,主板,603706,东方环宇,
上证主板,主板,603707,健友股份,
上证主板,主板,603708,家家悦,
上证主板,主板,603709,中源家居,
上证主板,主板,603711,香飘飘,
上证主板,主板,603712,七一二,
上证主板,主板,603713,密尔克卫,
上证主板,主板,603716,塞力医疗,
上证主板,主板,603717,天域生物,
上证主板,主板,603718,海利生物,
上证主板,主板,603719,良品铺子,
上证主板,主板,603721,*ST天择,
上证主板,主板,603722,阿科力,
上证主板,主板,603725,天安新材,
上证主板,主板,603726,朗迪集团,
上证主板,主板,603727,博迈科,
上证主板,主板,603728,鸣志电器,
上证主板,主板,603729,龙韵股份,
上证主板,主板,603730,岱美股份,
上证主板,主板,603733,仙鹤股份,
上证主板,主板,603737,三棵树,
上证主板,主板,603738,泰晶科技,
上证主板,主板,603739,蔚蓝生物,
上证主板,主板,603755,日辰股份,
上证主板,主板,603757,大元泵业,
上证主板,主板,603758,秦安股份,
上证主板,主板,603759,海天股份,
上证主板,主板,603766,隆鑫通用,
上证主板,主板,603767,中马传动,
上证主板,主板,603768,常青股份,
上证主板,主板,603773,沃格光电,
上证主板,主板,603776,永安行,
上证主板,主板,603777,来伊份,
上证主板,主板,603778,国晟科技,
上证主板,主板,603779,威龙股份,
上证主板,主板,603786,科博达,
上证主板,主板,603787,新日股份,
上证主板,主板,603788,宁波高发,
上证主板,主板,603789,*ST星农,
上证主板,主板,603790,雅运股份,
上证主板,主板,603797,联泰环保,
上证主板,主板,603798,康普顿,
上证主板,主板,603799,华友钴业,
上证主板,主板,603800,洪田股份,
上证主板,主板,603801,志邦家居,
上证主板,主板,603803,瑞斯康达,
上证主板,主板,603806,福斯特,
上证主板,主板,603808,歌力思,
上证主板,主板,603809,豪能股份,
上证主板,主板,603810,丰山集团,
上证主板,主板,603811,诚意药业,
上证主板,主板,603813,*ST原尚,
上证主板,主板,603815,交建股份,
上证主板,主板,603816,顾家家居,
上证主板,主板,603817,海峡环保,
上证主板,主板,603818,曲美家居,
上证主板,主板,603819,神力股份,
上证主板,主板,603822,ST嘉澳,
上证主板,主板,603823,百合花,
上证主板,主板,603825,ST华扬,
上证主板,主板,603826,坤彩科技,
上证主板,主板,603828,ST柯利达,
上证主板,主板,603829,洛凯股份,
上证主板,主板,603833,欧派家居,
上证主板,主板,603836,海程邦达,
上证主板,主板,603838,*ST四通,
上证主板,主板,603839,安正时尚,
上证主板,主板,603843,*ST正平,
上证主板,主板,603848,好太太,
上证主板,主板,603855,华荣股份,
上证主板,主板,603856,东宏股份,
上证主板,主板,603858,步长制药,
上证主板,主板,603859,能科科技,
上证主板,主板,603860,中公高科,
上证主板,主板,603861,白云电器,
上证主板,主板,603863,松炀资源,
上证主板,主板,603866,桃李面包,
上证主板,主板,603867,新化股份,
上证主板,主板,603868,飞科电器,
上证主板,主板,603869,ST智知,
上证主板,主板,603871,嘉友国际,
上证主板,主板,603876,鼎胜新材,
上证主板,主板,603877,太平鸟,
上证主板,主板,603878,武进不锈,
上证主板,主板,603879,永悦科技,
上证主板,主板,603880,南卫股份,
上证主板,主板,603881,数据港,
上证主板,主板,603882,金域医学,
上证主板,主板,603883,老百姓,
上证主板,主板,603885,吉祥航空,
上证主板,主板,603886,元祖股份,
上证主板,主板,603887,城地香江,
上证主板,主板,603888,新华网,
上证主板,主板,603889,新澳股份,
上证主板,主板,603890,春秋电子,
上证主板,主板,603893,瑞芯微,
上证主板,主板,603895,天永智能,
上证主板,主板,603896,寿仙谷,
上证主板,主板,603897,长城科技,
上证主板,主板,603898,好莱客,
上证主板,主板,603899,晨光股份,
上证主板,主板,603900,莱绅通灵,
上证主板,主板,603901,永创智能,
上证主板,主板,603903,中持股份,
上证主板,主板,603906,龙蟠科技,
上证主板,主板,603908,牧高笛,
上证主板,主板,603909,建发合诚,
上证主板,主板,603912,佳力图,
上证主板,主板,603915,国茂股份,
上证主板,主板,603916,苏博特,
上证主板,主板,603917,合力科技,
上证主板,主板,603918,金桥信息,
上证主板,主板,603919,金徽酒,
上证主板,主板,603920,世运电路,
上证主板,主板,603922,金鸿顺,
上证主板,主板,603926,铁流股份,
上证主板,主板,603927,中科软,
上证主板,主板,603928,兴业股份,
上证主板,主板,603929,亚翔集成,
上证主板,主板,603931,格林达,
上证主板,主板,603933,睿能科技,
上证主板,主板,603936,博敏电子,
上证主板,主板,603937,丽岛新材,
上证主板,主板,603938,三孚股份,
上证主板,主板,603939,益丰药房,
上证主板,主板,603948,建业股份,
上证主板,主板,603949,雪龙集团,
上证主板,主板,603950,长源东谷,
上证主板,主板,603955,大千生态,
上证主板,主板,603956,威派格,
上证主板,主板,603958,哈森股份,
上证主板,主板,603959,百利科技,
上证主板,主板,603960,克来机电,
上证主板,主板,603966,法兰泰克,
上证主板,主板,603967,中创物流,
上证主板,主板,603968,醋化股份,
上证主板,主板,603969,银龙股份,
上证主板,主板,603970,中农立华,
上证主板,主板,603976,正川股份,
上证主板,主板,603977,国泰集团,
上证主板,主板,603978,深圳新星,
上证主板,主板,603979,金诚信,
上证主板,主板,603980,吉华集团,
上证主板,主板,603982,泉峰汽车,
上证主板,主板,603983,丸美生物,
上证主板,主板,603985,恒润股份,
上证主板,主板,603986,兆易创新,
上证主板,主板,603987,康德莱,
上证主板,主板,603988,中电电机,
上证主板,主板,603989,艾华集团,
上证主板,主板,603990,麦迪科技,
上证主板,主板,603991,至正股份,
上证主板,主板,603992,松霖科技,
上证主板,主板,603993,洛阳钼业,
上证主板,主板,603995,甬金股份,
上证主板,主板,603997,继峰股份,
上证主板,主板,603998,方盛制药,
上证主板,主板,603999,读者传媒,
上证主板,主板,605001,威奥股份,
上证主板,主板,605003,众望布艺,
上证主板,主板,605005,合兴股份,
上证主板,主板,605006,山东玻纤,
上证主板,主板,605007,五洲特纸,
上证主板,主板,605008,长鸿高科,
上证主板,主板,605009,豪悦护理,
上证主板,主板,605011,杭州热电,
上证主板,主板,605016,百龙创园,
上证主板,主板,605018,长华集团,
上证主板,主板,605020,永和股份,
上证主板,主板,605028,世茂能源,
上证主板,主板,605033,美邦股份,
上证主板,主板,605050,福然德,
上证主板,主板,605055,迎丰股份,
上证主板,主板,605056,咸亨国际,
上证主板,主板,605058,澳弘电子,
上证主板,主板,605060,联德股份,
上证主板,主板,605066,天正电气,
上证主板,主板,605068,明新旭腾,
上证主板,主板,605069,正和生态,
上证主板,主板,605077,华康股份,
上证主板,主板,605080,浙江自然,
上证主板,主板,605081,*ST太和,
上证主板,主板,605086,龙高股份,
上证主板,主板,605088,冠盛股份,
上证主板,主板,605089,味知香,
上证主板,主板,605090,九丰能源,
上证主板,主板,605098,行动教育,
上证主板,主板,605099,共创草坪,
上证主板,主板,605100,华丰股份,
上证主板,主板,605108,同庆楼,
上证主板,主板,605111,新洁能,
上证主板,主板,605116,奥锐特,
上证主板,主板,605117,德业股份,
上证主板,主板,605118,力鼎光电,
上证主板,主板,605122,四方新材,
上证主板,主板,605123,派克新材,
上证主板,主板,605128,上海沿浦,
上证主板,主板,605133,嵘泰股份,
上证主板,主板,605136,丽人丽妆,
上证主板,主板,605138,盛泰集团,
上证主板,主板,605151,西上海,
上证主板,主板,605155,西大门,
上证主板,主板,605158,华达新材,
上证主板,主板,605162,新中港,
上证主板,主板,605166,聚合顺,
上证主板,主板,605167,利柏特,
上证主板,主板,605168,三人行,
上证主板,主板,605169,洪通燃气,
上证主板,主板,605177,东亚药业,
上证主板,主板,605178,时空科技,
上证主板,主板,605179,一鸣食品,
上证主板,主板,605180,华生科技,
上证主板,主板,605183,确成股份,
上证主板,主板,605186,健麾信息,
上证主板,主板,605188,国光连锁,
上证主板,主板,605189,富春染织,
上证主板,主板,605196,华通线缆,
上证主板,主板,605198,安德利,
上证主板,主板,605199,ST葫芦娃,
上证主板,主板,605208,永茂泰,
上证主板,主板,605218,伟时电子,
上证主板,主板,605222,起帆电缆,
上证主板,主板,605228,神通科技,
上证主板,主板,605255,天普股份,
上证主板,主板,605258,协和电子,
上证主板,主板,605259,绿田机械,
上证主板,主板,605266,健之佳,
上证主板,主板,605268,王力安防,
上证主板,主板,605277,新亚电子,
上证主板,主板,605286,同力天启,
上证主板,主板,605287,德才股份,
上证主板,主板,605288,凯迪股份,
上证主板,主板,605289,罗曼股份,
上证主板,主板,605296,神农集团,
上证主板,主板,605298,必得科技,
上证主板,主板,605299,舒华体育,
上证主板,主板,605300,佳禾食品,
上证主板,主板,605303,园林股份,
上证主板,主板,605305,中际联合,
上证主板,主板,605318,法狮龙,
上证主板,主板,605319,无锡振华,
上证主板,主板,605333,沪光股份,
上证主板,主板,605336,帅丰电器,
上证主板,主板,605337,李子园,
上证主板,主板,605338,巴比食品,
上证主板,主板,605339,南侨食品,
上证主板,主板,605358,立昂微,
上证主板,主板,605365,立达信,
上证主板,主板,605366,宏柏新材,
上证主板,主板,605368,蓝天燃气,
上证主板,主板,605369,拱东医疗,
上证主板,主板,605376,博迁新材,
上证主板,主板,605377,华旺科技,
上证主板,主板,605378,野马电池,
上证主板,主板,605388,均瑶健康,
上证主板,主板,605389,长龄液压,
上证主板,主板,605398,新炬网络,
上证主板,主板,605399,晨光新材,
上证主板,主板,605488,福莱新材,
上证主板,主板,605499,东鹏饮料,
上证主板,主板,605500,森林包装,
上证主板,主板,605507,国邦医药,
上证主板,主板,605555,德昌股份,
上证主板,主板,605566,福莱蒽特,
上证主板,主板,605567,春雪食品,
上证主板,主板,605577,龙版传媒,
上证主板,主板,605580,恒盛能源,
上证主板,主板,605588,冠石科技,
上证主板,主板,605589,圣泉集团,
上证主板,主板,605598,上海港湾,
上证主板,主板,605599,菜百股份,
深证主板,主板,1,平安银行,J 金融业
深证主板,主板,2,万  科Ａ,K 房地产
深证主板,主板,4,*ST国华,I 信息技术
深证主板,主板,6,深振业Ａ,K 房地产
深证主板,主板,7,全新好,K 房地产
深证主板,主板,8,神州高铁,C 制造业
深证主板,主板,9,中国宝安,J 金融业
深证主板,主板,10,美丽生态,E 建筑业
深证主板,主板,11,深物业A,K 房地产
深证主板,主板,12,南  玻Ａ,C 制造业
深证主板,主板,14,沙河股份,K 房地产
深证主板,主板,16,深康佳Ａ,C 制造业
深证主板,主板,17,深中华A,C 制造业
深证主板,主板,19,深粮控股,F 批发零售
深证主板,主板,20,深华发Ａ,C 制造业
深证主板,主板,21,深科技,C 制造业
深证主板,主板,25,特  力Ａ,F 批发零售
深证主板,主板,26,飞亚达,F 批发零售
深证主板,主板,27,深圳能源,D 水电煤气
深证主板,主板,28,国药一致,F 批发零售
深证主板,主板,29,深深房Ａ,K 房地产
深证主板,主板,30,富奥股份,C 制造业
深证主板,主板,31,大悦城,K 房地产
深证主板,主板,32,深桑达Ａ,E 建筑业
深证主板,主板,34,神州数码,F 批发零售
深证主板,主板,35,中国天楹,N 公共环保
深证主板,主板,36,华联控股,K 房地产
深证主板,主板,37,深南电A,D 水电煤气
深证主板,主板,39,中集集团,C 制造业
深证主板,主板,42,中洲控股,K 房地产
深证主板,主板,45,深纺织Ａ,C 制造业
深证主板,主板,48,京基智农,A 农林牧渔
深证主板,主板,49,德赛电池,C 制造业
深证主板,主板,50,深天马Ａ,C 制造业
深证主板,主板,55,方大集团,C 制造业
深证主板,主板,56,皇庭国际,L 商务服务
深证主板,主板,58,深 赛 格,L 商务服务
深证主板,主板,59,华锦股份,C 制造业
深证主板,主板,60,中金岭南,C 制造业
深证主板,主板,61,农 产 品,L 商务服务
深证主板,主板,62,深圳华强,F 批发零售
深证主板,主板,63,中兴通讯,C 制造业
深证主板,主板,65,北方国际,F 批发零售
深证主板,主板,66,中国长城,C 制造业
深证主板,主板,68,华控赛格,F 批发零售
深证主板,主板,69,华侨城Ａ,K 房地产
深证主板,主板,70,特发信息,C 制造业
深证主板,主板,78,海王生物,F 批发零售
深证主板,主板,88,盐 田 港,G 运输仓储
深证主板,主板,89,深圳机场,G 运输仓储
深证主板,主板,90,天健集团,E 建筑业
深证主板,主板,96,广聚能源,F 批发零售
深证主板,主板,99,中信海直,G 运输仓储
深证主板,主板,100,TCL科技,C 制造业
深证主板,主板,151,中成股份,F 批发零售
深证主板,主板,153,丰原药业,C 制造业
深证主板,主板,155,川能动力,D 水电煤气
深证主板,主板,156,华数传媒,I 信息技术
深证主板,主板,157,中联重科,C 制造业
深证主板,主板,158,常山北明,I 信息技术
深证主板,主板,159,国际实业,F 批发零售
深证主板,主板,166,申万宏源,J 金融业
深证主板,主板,301,东方盛虹,C 制造业
深证主板,主板,333,美的集团,C 制造业
深证主板,主板,338,潍柴动力,C 制造业
深证主板,主板,400,许继电气,C 制造业
深证主板,主板,401,金隅冀东,C 制造业
深证主板,主板,402,金 融 街,K 房地产
深证主板,主板,403,派林生物,C 制造业
深证主板,主板,404,长虹华意,C 制造业
深证主板,主板,407,胜利股份,D 水电煤气
深证主板,主板,408,藏格矿业,C 制造业
深证主板,主板,409,云鼎科技,I 信息技术
深证主板,主板,410,沈阳机床,C 制造业
深证主板,主板,411,英特集团,F 批发零售
深证主板,主板,415,渤海租赁,L 商务服务
深证主板,主板,417,合百集团,F 批发零售
深证主板,主板,419,通程控股,F 批发零售
深证主板,主板,420,吉林化纤,C 制造业
深证主板,主板,421,南京公用,D 水电煤气
深证主板,主板,422,湖北宜化,C 制造业
深证主板,主板,423,东阿阿胶,C 制造业
深证主板,主板,425,徐工机械,C 制造业
深证主板,主板,426,兴业银锡,B 采矿业
深证主板,主板,428,华天酒店,H 住宿餐饮
深证主板,主板,429,粤高速Ａ,G 运输仓储
深证主板,主板,430,ST张家界,N 公共环保
深证主板,主板,488,ST晨鸣,C 制造业
深证主板,主板,498,山东路桥,E 建筑业
深证主板,主板,501,武商集团,F 批发零售
深证主板,主板,503,国新健康,I 信息技术
深证主板,主板,504,*ST生物,M 科研服务
深证主板,主板,505,京粮控股,C 制造业
深证主板,主板,506,招金黄金,B 采矿业
深证主板,主板,507,珠海港,G 运输仓储
深证主板,主板,509,华塑控股,C 制造业
深证主板,主板,510,新金路,C 制造业
深证主板,主板,513,丽珠集团,C 制造业
深证主板,主板,514,渝 开 发,K 房地产
深证主板,主板,516,国际医学,Q 卫生
深证主板,主板,517,荣安地产,K 房地产
深证主板,主板,518,*ST四环,C 制造业
深证主板,主板,519,中兵红箭,C 制造业
深证主板,主板,520,凤凰航运,G 运输仓储
深证主板,主板,521,长虹美菱,C 制造业
深证主板,主板,523,红棉股份,C 制造业
深证主板,主板,524,岭南控股,L 商务服务
深证主板,主板,525,红太阳,C 制造业
深证主板,主板,526,学大教育,P 教育
深证主板,主板,528,柳    工,C 制造业
深证主板,主板,529,广弘控股,C 制造业
深证主板,主板,530,冰山冷热,C 制造业
深证主板,主板,531,穗恒运Ａ,D 水电煤气
深证主板,主板,532,华金资本,S 综合
深证主板,主板,533,顺钠股份,C 制造业
深证主板,主板,534,万泽股份,C 制造业
深证主板,主板,536,华映科技,C 制造业
深证主板,主板,537,绿发电力,D 水电煤气
深证主板,主板,538,云南白药,C 制造业
深证主板,主板,539,粤电力Ａ,D 水电煤气
深证主板,主板,541,佛山照明,C 制造业
深证主板,主板,543,皖能电力,D 水电煤气
深证主板,主板,544,中原环保,D 水电煤气
深证主板,主板,545,金浦钛业,C 制造业
深证主板,主板,546,金圆股份,C 制造业
深证主板,主板,547,航天发展,C 制造业
深证主板,主板,548,湖南投资,G 运输仓储
深证主板,主板,550,江铃汽车,C 制造业
深证主板,主板,551,创元科技,C 制造业
深证主板,主板,552,甘肃能化,B 采矿业
深证主板,主板,553,安道麦A,C 制造业
深证主板,主板,554,泰山石油,F 批发零售
深证主板,主板,555,神州信息,I 信息技术
深证主板,主板,557,西部创业,G 运输仓储
